MovielID,Name,Gnere,Introduction,Director,Writers,Stars
683,L'oeil de Vichy (1993) ,Documentary|War,"This movie is only made of archive pictures: the official newsreels that were broadcasted on French movie screens during 1940 and 1944 (the Occupation). Those newsreels were controlled by 
                    ",Claude Chabrol,Jean-Pierre Azéma|Robert O. Paxton,Michel Bouquet|Brian Cox|Maquisard Alfonso
684,Windows (1980) ,Drama|Thriller,"Emily is the subject of a perverse obsession by a gay neighbor, Andrea, who not only is in lust with her but hires a rapist in order to get audio tapes of her moaning. Andrea turns peeping 
                    ",Gordon Willis,Barry Siegel,Talia Shire|Joe Cortese|Elizabeth Ashley
685,It's My Party             ,Comedy|Family,"Tim puts a dance floor in the basement for Randy's birthday party, but he over-waxes it, causing Randy's friend Michelle to sprain her ankle; Randy is embarrassed that Tim is now sending his friends to the hospital.",Andy Cadiff,Carmen Finestra|David McFadzean,Tim Allen|Patricia Richardson|Earl Hindman
686,Evil Dead II (1987) ,Action|Comedy|Fantasy,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Sam Raimi,Sam Raimi|Scott Spiegel,Bruce Campbell|Sarah Berry|Dan Hicks
687,Country Life (1994) ,Drama|Romance,"Adaptation of Chekhov's ""Uncle Vanya"" set in rural Australia in the 1920's. Jack Dickens and his niece Sally run the family farm to support brother-in-law Alexander as a (supposedly 
                    ",Michael Blakemore,Michael Blakemore,Sam Neill|Greta Scacchi|John Hargreaves
688,Operation Dumbo Drop (1995) ,Action|Adventure|Comedy,"To keep the loyalty of a village during the Vietnam war, a U.S. Army officer and his unit struggle to deliver it a live elephant.",Simon Wincer,James Morris|Gene Quintano,Danny Glover|Ray Liotta|Denis Leary
689,Jungle 2 Jungle (1997) ,Comedy|Family,"A man learns he has a thirteen-year-old son who was raised in the jungle and brings the boy to New York City, turning his life upside down in the process.",John Pasquin,Hervé Palud|Thierry Lhermitte,Tim Allen|Martin Short|JoBeth Williams
690,Das Versprechen (1994) ,Drama|Romance,"East-Berlin, 1961, shortly after the erection of the Wall. Konrad, Sophie and three of their friends plan a daring escape to Western Germany. The attempt is successful, except for Konrad, 
                    ",Margarethe von Trotta,Peter Schneider|Felice Laudadio,Corinna Harfouch|Meret Becker|August Zirner
691,Mrs. Winterbourne (1996) ,Comedy|Drama|Romance,"Connie, unwed and pregnant, is heading to Boston by train when she meets wealthy newlyweds Hugh and Patricia. The train crashes, and when Connie comes to in the hospital, she is mistaken for Patricia, who died in the crash with Hugh.",Richard Benjamin,Cornell Woolrich|Phoef Sutton,Shirley MacLaine|Ricki Lake|Brendan Fraser
692,Solo (1996) ,Action|Sci-Fi|Thriller,"Mario Van Peebles stars as an android killing weapon designed by the military and utilized to enter into a Latin American war to destroy the rebels - natives fighting simply to maintain 
                    ",Norberto Barba,Robert Mason|David L. Corley,Mario Van Peebles|William Sadler|Barry Corbin
693,Etz Hadomim Tafus (1994) ,Drama,Individual memories of a group of teenage Holocaust survivors in Israel creates sharp conflicts among them.,Eli Cohen,Gila Almagor|Gila Almagor,Gila Almagor|Kaipu Cohen|Juliano Mer-Khamis
694,The Substitute (1996) ,Action|Crime|Drama,Mercenary Shale's team is retired after a (not so) covert mission in Cuba. He becomes substitute teacher at his teacher fiancee's Miami high school to get those behind kneecapping her. His team helps him.,Robert Mandel,Roy Frumkes|Rocco Simonelli,Tom Berenger|Raymond Cruz|William Forsythe
695,True Crime (1995) ,Crime|Drama|Mystery,"Mary, a precocious high school senior, longs to be a cop. When a classmate dies and the case remains unsolved, Mary becomes obsessed and gets involved in the investigation.",Pat Verducci,Pat Verducci,Alicia Silverstone|Kevin Dillon|Bill Nunn
696,Butterfly Kiss (1995) ,Comedy|Drama|Romance,"Eunice is walking along the highways of northern England from one filling station to another. She is searching for Judith, the woman, she says to be in love with. It's bad luck for the 
                    ",Michael Winterbottom,Frank Cottrell Boyce|Frank Cottrell Boyce,Amanda Plummer|Kathy Jamieson|Saskia Reeves
697,Feeling Minnesota (1996) ,Comedy|Crime|Drama,An ex-convict and his bumbling crook brother fight for the same woman.,Steven Baigelman,Steven Baigelman,Keanu Reeves|Vincent D'Onofrio|Cameron Diaz
698,Delta of Venus (1995) ,Drama,"A struggling American writer (England) and a fellow American expatriate (Mandylor) begin a sordid affair among the chaos and discord of 1940 Paris, France on the brink of World War II.",Zalman King,Anaïs Nin|Elisa M. Rothstein,Audie England|Costas Mandylor|Eric da Silva
699,To Cross the Rubicon (1991) ,,"Two successful career women (Patricia Royce, Lorraine Devon) in their 30s have problems with men, and a mutual ex-lover (J.D. Souther) in common.",Barry Caillier,Lorraine Devon Wilke|Patricia Royce,Patricia Royce|Lorraine Devon Wilke|JD Souther
700,Angus (1995) ,Comedy|Drama,"A miserable fat teenager secretly has a crush on the class beauty, ends up becoming the surprising participant to dance with her at a high school dance, meaning he's got to get his act together with the help of his best friend.",Patrick Read Johnson,Chris Crutcher|Jill Gordon,Charlie Talbert|George C. Scott|Kathy Bates
701,Daens (1992) ,Biography|Drama|History,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the 
                    ",Stijn Coninx,Fernand Auwera|Louis Paul Boon,Jan Decleir|Gérard Desarthe|Antje de Boeck
702,Faces (1968) ,Drama,"A middle-aged man leaves his wife for another woman. Shortly after, his ex-wife also begins a relationship with a younger partner. The film follows their struggles to find love amongst each other.",John Cassavetes,John Cassavetes,John Marley|Gena Rowlands|Lynn Carlin
703,Boys (1996) ,Drama|Mystery|Romance,"Patty Vare falls off a horse and is found unconscious by preparatory school student John Baker. He takes her to his dormitory. As he quickly discovers, she is hiding from something. For 
                    ",Stacy Cochran,Stacy Cochran|James Salter,Winona Ryder|Lukas Haas|John C. Reilly
704,The Quest (1996)             ,Talk-Show,Add a Plot »,,,
705,Cosi (1996) ,Comedy|Drama|Music,"Lewis is a young Sydney amateur theater director at his first experience: he is offered a job with a Governmental program for the rehabilitation of mentally ill patients in a Sydney 
                    ",Mark Joffe,Louis Nowra|Louis Nowra,Ben Mendelsohn|Barry Otto|Toni Collette
706,Sunset Park (1996) ,Drama|Sport,"A white school teacher takes over a talented, but undisciplined black high school basketball team and turns them into a winning team.",Steve Gomer,Seth Zvi Rosenfeld|Kathleen McGhee-Anderson,Rhea Perlman|Fredro Starr|Carol Kane
707,Mulholland Falls (1996) ,Crime|Drama|Mystery,"In 1950's Los Angeles, a special crime squad of the LAPD investigates the murder of a young woman.",Lee Tamahori,Peter Dexter|Floyd Mutrux,Nick Nolte|Melanie Griffith|Jennifer Connelly
708,The Truth About Cats & Dogs (1996) ,Comedy|Romance,A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,Michael Lehmann,Audrey Wells,Uma Thurman|Janeane Garofalo|Ben Chaplin
709,Oliver! (1968) ,Drama|Family|Musical,"After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor.",Carol Reed,Lionel Bart|Vernon Harris,Mark Lester|Ron Moody|Shani Wallis
710,Celtic Pride (1996) ,Comedy|Sport,Two over-loyal Celtic fans kidnap their opponent's star player in order to guarantee their team the championship.,Tom DeCerchio,Judd Apatow|Colin Quinn,Damon Wayans|Daniel Stern|Dan Aykroyd
711,Flipper (1996) ,Adventure|Family,A teenage boy sent to spend the summer with his eccentric uncle on the Florida coast befriends a remarkable dolphin and takes on local bad guys who are polluting the water.,Alan Shapiro|Shelly Hatton,Ricou Browning|Jack Cowden,Paul Hogan|Elijah Wood|Jonathan Banks
712,Captives (1994) ,Crime|Drama|Romance,"A beautiful young dentist (Ormond) working in a tough British prison starts to become attracted to a violent inmate (Roth) after the break-up of her marriage, and embarks upon an illicit 
                    ",Angela Pope,Frank Deasy,Julia Ormond|Tim Roth|Keith Allen
713,Of Love and Shadows (1994) ,Drama|Romance|Thriller,"Chile 1973 is ruled by the dictator Pinochet. The wealthy don't see the violence, terror, executions etc. including Irene. She's engaged to an officer in the fascist military. She meets Francisco who opens her eyes to truth and love.",Betty Kaplan,Isabel Allende|Donald Freed,Antonio Banderas|Jennifer Connelly|Stefania Sandrelli
714,Dead Man (1995) ,Adventure|Drama|Fantasy,"On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world.",Jim Jarmusch,Jim Jarmusch,Johnny Depp|Gary Farmer|Crispin Glover
715,Le hussard sur le toit (1995) ,Adventure|Drama|Romance,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",Jean-Paul Rappeneau,Jean Giono|Jean-Paul Rappeneau,Olivier Martinez|Juliette Binoche|Pierre Arditi
716,The Jezebels (1975) ,Action|Crime|Drama,The leader of an inner city girl gang is challenged when a new girl moves into the neighbourhood.,Jack Hill,Jack Hill|F.X. Maier,Robbie Lee|Joanne Nail|Monica Gayle
717,Boca a boca (1995) ,Comedy|Romance,For financial reasons an unemployed aspiring actor works for a phone-sex enterprise. One day he receives a call from the mysterious wife of one of his best clients.,Manuel Gómez Pereira,Manuel Gómez Pereira|Juan Luis Iborra,Javier Bardem|Aitana Sánchez-Gijón|Josep Maria Flotats
718,Les visiteurs (1993) ,Comedy|Fantasy,"A medieval knight and his servant ask a familiar wizard to move them back in time to prevent father-in-law's accidentally killing. Instead, they fly away to the 20th century.",Jean-Marie Poiré,Christian Clavier|Jean-Marie Poiré,Christian Clavier|Jean Reno|Valérie Lemercier
719,Multiplicity (1996) ,Comedy|Romance|Sci-Fi,A man who never has enough time for the things he wants to do is offered the opportunity to have himself duplicated.,Harold Ramis,Chris Miller|Chris Miller,Michael Keaton|Andie MacDowell|Zack Duhame
720,George Wallace             ,Biography|Drama,"Following Alabama governor George Wallace through segregation, presidential elections, an assassination attempt and personal trauma.",,,Angelina Jolie|Stieven Davidson|Richard Yett
721,Paul Bowles - Halbmond (1995) ,Drama,"Three short stories by the American expatriate, Paul Bowles, are brought to sinister life - 'Merkala Beach', 'Call at Corazon' and the haunting 'Allal'.",Frieder Schlaich|Irene von Alberti,Paul Bowles|Frieder Schlaich,Samir Guesmi|Khaled Ksouri|Sondos Belhassen
722,The Haunted World of Edward D. Wood Jr. (1995) ,Documentary|Biography,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,Brett Thompson,Brett Thompson,Maila Nurmi|Dolores Fuller|Paul Marco
723,2 Friends (1986) ,Drama,"Two girls, at 15; Louise, in a prestigious girls' high school, and Kelly, who was admitted but forbidden by her father to attend. This is the end of their friendship, and from here the film
                    ",Jane Campion,Helen Garner,Kris Bidenko|Emma Coles|Kris McQuade
724,The Craft (1996) ,Drama|Fantasy|Horror,"A newcomer to a Catholic prep high school falls in with a trio of outcast teenage girls who practice witchcraft, and they all soon conjure up various spells and curses against those who anger them.",Andrew Fleming,Peter Filardi|Peter Filardi,Robin Tunney|Fairuza Balk|Neve Campbell
725,The Pallbearer/Barb Wire/Last Dance/The Great White Hype/The Craft             ,Talk-Show,Add a Plot »,Don DuPree,,Roger Ebert|Tom Hanks|Brad Pitt
726,Last Dance (1996) ,Drama|Thriller,A lawyer assigned to the clemency case of a woman on death row finds himself forming a deep friendship with her while he tries to prevent her impending execution.,Bruce Beresford,Steven Haft|Ron Koslow,Sharon Stone|Rob Morrow|Randy Quaid
727,War Stories (1995) ,Documentary|Romance|War,"Seven New Zealand women speak about their lives during World War II: some lost husbands, some got married, some went into service themselves. The director lets the women tell their stories 
                    ",Gaylene Preston,,Jean Andrews|Judith Fyfe|Rita Graham
728,Cold Comfort Farm (1995) ,Comedy|Romance,"A recently orphaned young woman goes to live with eccentric relatives in Sussex, where she sets about improving their gloomy lives.",John Schlesinger,Malcolm Bradbury|Stella Gibbons,Eileen Atkins|Kate Beckinsale|Sheila Burrell
729,"Institute Benjamenta, or This Dream People Call Human Life (1995) ",Drama,"A young man goes to a school for servants run by a brother and sister. In the dreamlike and surreal world that he enters, how will his presence impact the people there and possibly even the school itself?",Stephen Quay|Timothy Quay,Alan Passes|Stephen Quay,Mark Rylance|Alice Krige|Gottfried John
730,Low Life (1994) ,,Add a Plot »,John L'Ecuyer,John L'Ecuyer,
731,Heaven's Prisoners (1996) ,Drama|Mystery|Thriller,"A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",Phil Joanou,James Lee Burke|Harley Peyton,Alec Baldwin|Kelly Lynch|Mary Stuart Masterson
732,Original Gangstas (1996) ,Action|Crime|Drama,"When a gang shoots his father, Bookman (Fred Williamson) returns to his hometown, rounds up some of his own people and begins an all-out war to restore the neighborhood to its rightful sense of justice.",Larry Cohen|Fred Williamson,Aubrey K. Rattan,Fred Williamson|Jim Brown|Pam Grier
