MovielID,Name,Gnere,Introduction,Director,Writers,Stars
595,Remnants of Everest: The 1996 Tragedy (2007) ,Documentary,,David Breashears,,
596,The Hunchback of Notre Dame (1996) ,Animation|Drama|Family,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",Gary Trousdale|Kirk Wise,Tab Murphy|Victor Hugo,Demi Moore|Jason Alexander|Mary Kay Bergman
597,Eraser (1996) ,Action|Drama|Thriller,A Witness Protection specialist becomes suspicious of his co-workers when dealing with a case involving high-tech weapons.,Chuck Russell,Tony Puryear|Walon Green,Arnold Schwarzenegger|Vanessa Williams|James Caan
598,The Big Squeeze (1996) ,Drama,"Benny, a lonely drifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his…",Marcus DeLeon,Marcus DeLeon,Lara Flynn Boyle|Danny Nucci|Peter Dobson
599,Chiu kup gai wak (1993) ,Action|Comedy|Crime,"As a crime wave sweeps through Hong Kong, the police call on Jessica Yang, a rising star in their ranks, to help stop a notorious gang of thieves.",Stanley Tong,Sui Lai Kang|Tang Han Mok,Michelle Yeoh|Rongguang Yu|Emil Chau
600,Robinson Crusoe (1997) ,Adventure|Drama,"1703: Robinson Crusoe has to leave Scotland for a year, but after months sailing, a storm wrecks his ship. He ends up as only survivor on a desolate island.",Rod Hardy|George Miller,Daniel Defoe|Christopher Lofton,Pierce Brosnan|William Takaku|Polly Walker
601,For Whom the Bell Tolls (1943) ,Adventure|Drama|History,"During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge.",Sam Wood,Dudley Nichols|Ernest Hemingway,Gary Cooper|Ingrid Bergman|Akim Tamiroff
602,Paris: An American in Paris             ,History|War,,,,
603,Rear Window (1954) ,Mystery|Thriller,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,Alfred Hitchcock,John Michael Hayes|Cornell Woolrich,James Stewart|Grace Kelly|Wendell Corey
604,It Happened One Night (1934) ,Comedy|Romance,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",Frank Capra,Robert Riskin|Samuel Hopkins Adams,Clark Gable|Claudette Colbert|Walter Connolly
605,Meet Me in St. Louis (1944) ,Comedy|Drama|Family,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,Vincente Minnelli,Irving Brecher|Fred F. Finklehoffe,Judy Garland|Margaret O'Brien|Mary Astor
606,All About Eve (1950) ,Drama,A seemingly timid but secretly ruthless ing茅nue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Joseph L. Mankiewicz,Joseph L. Mankiewicz,Bette Davis|Anne Baxter|George Sanders
607,Rebecca (1940) ,Drama|Mystery|Romance,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Alfred Hitchcock,Daphne Du Maurier|Robert E. Sherwood,Laurence Olivier|Joan Fontaine|George Sanders
608,Spellbound (1945) ,Film-Noir|Mystery|Romance,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.,Alfred Hitchcock,Ben Hecht|John Palmer,Ingrid Bergman|Gregory Peck|Michael Chekhov
609,Father of the Bride (1950) ,Comedy|Romance,"The father of a young woman deals with the emotional pain of her getting married, along with the financial and organizational trouble of arranging the wedding.",Vincente Minnelli,Frances Goodrich|Albert Hackett,Spencer Tracy|Joan Bennett|Elizabeth Taylor
610,Gigi (1958) ,Comedy|Musical|Romance,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",Vincente Minnelli|Charles Walters,Alan Jay Lerner|Colette,Leslie Caron|Maurice Chevalier|Louis Jourdan
611,Laura (1944) ,Drama|Film-Noir|Mystery,A police detective falls in love with the woman whose murder he is investigating.,Otto Preminger,Vera Caspary|Jay Dratler,Gene Tierney|Dana Andrews|Clifton Webb
612,Lost Horizon (1937) ,Adventure|Drama|Fantasy,"When a wise diplomat's plane crashes in the snows of Tibet, he and the other survivors are guided to Shangri-La, where they wrestle with the invitation to stay.",Frank Capra,Robert Riskin|James Hilton,Ronald Colman|Jane Wyatt|Edward Everett Horton
613,My Man Godfrey (1936) ,Comedy|Drama|Romance,A scatterbrained socialite hires a vagrant as a family butler - but there's more to Godfrey than meets the eye.,Gregory La Cava,Morrie Ryskind|Eric Hatch,William Powell|Carole Lombard|Alice Brady
614,Giant (1956) ,Drama|Western,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,George Stevens,Edna Ferber|Fred Guiol,Elizabeth Taylor|Rock Hudson|James Dean
615,The 39 Steps (1935) ,Crime|Mystery|Thriller,"A man in London tries to help a counter-espionage Agent. But when the Agent is killed, and the man stands accused, he must go on the run to save himself and stop a spy ring which is trying to steal top secret information.",Alfred Hitchcock,John Buchan|Charles Bennett,Robert Donat|Madeleine Carroll|Lucie Mannheim
616,Night of the Living Dead (1968) ,Horror|Thriller,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,George A. Romero,John A. Russo|George A. Romero,Duane Jones|Judith O'Dea|Karl Hardman
617,Der blaue Engel (1930) ,Drama|Music,An elderly professor's ordered life spins dangerously out of control when he falls for a nightclub singer.,Josef von Sternberg,Heinrich Mann|Carl Zuckmayer,Emil Jannings|Marlene Dietrich|Kurt Gerron
618,Picnic (1955) ,Drama|Romance,Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.,Joshua Logan,Daniel Taradash|William Inge,William Holden|Kim Novak|Betty Field
619,Extreme Measures (1996) ,Crime|Drama|Mystery,A young doctor confronts a famous colleague when he learns about the true methods of his work.,Michael Apted,Michael Palmer|Tony Gilroy,Hugh Grant|Gene Hackman|Sarah Jessica Parker
620,The Chamber (1996) ,Crime|Drama|Thriller,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,James Foley,John Grisham|William Goldman,Chris O'Donnell|Gene Hackman|Faye Dunaway
621,Davy Crockett: King of the Wild Frontier (1955) ,Adventure|Drama|Family,"American frontiersman Davy Crockett fights in the Creek Indian War, is elected to the U.S. Congress and fights for Texas at the Alamo.",Norman Foster,Thomas W. Blackburn,Fess Parker|Buddy Ebsen|Basil Ruysdael
622,Swiss Family Robinson (1960) ,Adventure|Family,A Swiss family must survive being shipwrecked on a deserted island.,Ken Annakin,Lowell S. Hawley|Johann David Wyss,John Mills|Dorothy McGuire|James MacArthur
623,Angels in the Outfield (1994) ,Comedy|Family|Fantasy,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",William Dear,Dorothy Kingsley|George Wells,Danny Glover|Brenda Fricker|Tony Danza
624,The Three Caballeros (1944) ,Animation|Comedy|Family,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Z茅 Carioca) and Mexico (by Panchito, a Mexican Charro Rooster).",Norman Ferguson|Clyde Geronimi,Homer Brightman|Ernest Terrazas,Aurora Miranda|Carmen Molina|Dora Luz
625,The Sword in the Stone (1963) ,Animation|Adventure|Comedy,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",Wolfgang Reitherman|Clyde Geronimi,Bill Peet|T.H. White,Rickie Sorensen|Sebastian Cabot|Karl Swenson
626,So Dear to My Heart (1948) ,Animation|Drama|Family,This heartwarming classic tells the tale of a country boy who adopts a mischevious black lamb and learns valuable lessons about love and dedication.,Harold D. Schuster|Hamilton Luske,John Tucker Battle|Maurice Rapf,Burl Ives|Beulah Bondi|Bobby Driscoll
627,Robin Hood: Prince of Thieves (1991) ,Action|Adventure|Drama,"When Robin and his Moorish companion come to England and the tyranny of the Sheriff of Nottingham, he decides to fight back as an outlaw.",Kevin Reynolds,Pen Densham|Pen Densham,Kevin Costner|Morgan Freeman|Mary Elizabeth Mastrantonio
628,Sleepers (1996) ,Crime|Drama|Thriller,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",Barry Levinson,Lorenzo Carcaterra|Barry Levinson,Robert De Niro|Kevin Bacon|Brad Pitt
629,Victor Victoria (1982) ,Comedy|Music|Romance,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",Blake Edwards,Blake Edwards|Hans Hoemburg,Julie Andrews|James Garner|Robert Preston
630,The Great Race: The Story of the 1991 LA Dodgers (1991) ,Documentary,,,Ouisie Shapiro,Tommy Lasorda|Vin Scully|Darryl Strawberry
631,The Crying Game (1992)             ,Comedy,,Rob Boor,Rob Boor|Simone Salvatore,Rob Boor
632,Sophie's Choice (1982) ,Drama|Romance,"Sophie is the survivor of Nazi concentration camps, who has found a reason to live with Nathan, a sparkling if unsteady American Jew obsessed with the Holocaust.",Alan J. Pakula,William Styron|Alan J. Pakula,Meryl Streep|Kevin Kline|Peter MacNicol
633,A Christmas Carol (2020) ,Animation|Drama,"A radical animated retelling of the holiday classic that starts with a Victorian performance of the Charles Dickens tale before diving into the imagination of one of the children in the audience, taking the story to a darker fantasy realm.",Jacqui Morris,Charles Dickens|Charles Dickens,Thea Achillea|Ruby McMillan-Wilson|Oliver John Lock
634,Microcosmos: Le peuple de l'herbe (1996) ,Documentary,A documentary on insect life in meadows and ponds.,Claude Nuridsany|Marie P茅rennou,Claude Nuridsany|Marie P茅rennou,Kristin Scott Thomas|Jacques Perrin
635,The Fog (1980)             ,Documentary,,,,Patrick O'Riley|Jessica Bayliss|Richard Wells
636,Escape from New York (1981) ,Action|Adventure|Sci-Fi,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",John Carpenter,John Carpenter|Nick Castle,Kurt Russell|Lee Van Cleef|Ernest Borgnine
637,The Howling (1981)             ,Comedy,,,,Chuck Dowling
638,Le retour de Martin Guerre (1982) ,Biography|Crime|Drama,"In medieval France, some villagers challenge a man's claim of identity when he (as he says) returns home from some time in the army.",Daniel Vigne,Jean-Claude Carri猫re|Janet Lewis,G茅rard Depardieu|Nathalie Baye|Maurice Barrier
639,Die Blechtrommel (1979) ,Drama|War,"In 1924, Oskar Matzerath is born in the Free City of Danzig. At age three, he falls down a flight of stairs and stops growing. In 1939, World War II breaks out.",Volker Schl枚ndorff,G眉nter Grass|Jean-Claude Carri猫re,David Bennent|Mario Adorf|Angela Winkler
640,"The Cook, the Thief, His Wife & Her Lover (1989) ",Crime|Drama,"At Le Hollandais gourmet restaurant, every night is filled with opulence, decadence, and gluttony. But when the cook, a thief, his wife and her lover all come together, they unleash a shocking torrent of sex, food, murder and revenge.",Peter Greenaway,Peter Greenaway,Richard Bohringer|Michael Gambon|Helen Mirren
641,Paths of Glory (1957) ,Drama|War,"After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",Stanley Kubrick,Stanley Kubrick|Calder Willingham,Kirk Douglas|Ralph Meeker|Adolphe Menjou
642,The Grifters (1990) ,Crime|Drama|Thriller,"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",Stephen Frears,Jim Thompson|Donald E. Westlake,Anjelica Huston|John Cusack|Annette Bening
643,The Innocent (1994) ,Crime|Drama|Thriller,"The owner of a drugstore is killed in a hold-up. The only witness who saw one of the murderers without his mask is Gregory, a nine year old autistic boy. Cop Barlow is sure they'll try to …",Mimi Leder,David Venable,Kelsey Grammer|Polly Draper|Jeff Kober
644,Righteous Kill: The Thin Blue Line - The Darker Side of the Police Force (2008) ,Documentary|Short,Bonus documentary on challenges of police work and corruption in the police force for the film Righteous Kill (2008).,,,Mike Anama|Corty Anderson|T.J. Armstrong
645,Paris Is Burning (1990) ,Documentary,"A chronicle of New York's drag scene in the 1980s, focusing on balls, voguing and the ambitions and dreams of those who gave the era its warmth and vitality.",Jennie Livingston,,Brooke Xtravaganza|Andr茅 Christian|Dorian Corey
646,Once Upon a Time in the West (1968) ,Western,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,Sergio Leone,Sergio Donati|Sergio Leone,Henry Fonda|Charles Bronson|Claudia Cardinale
647,Ran (1985) ,Action|Drama|War,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Akira Kurosawa,Akira Kurosawa|Hideo Oguni,Tatsuya Nakadai|Akira Terao|Jinpachi Nezu
648,The Quiet Man (1952) ,Comedy|Drama|Romance,"A retired American boxer returns to the village of his birth in Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union.",John Ford,Frank S. Nugent|Maurice Walsh,John Wayne|Maureen O'Hara|Barry Fitzgerald
